iso,name_en,lat,lon
BF-,Centre,12.32255,-1.50228
BF-,Boucle du Mouhoun,12.54067,-3.48882
BF-,Cascades,10.35171,-4.57042
BF-,Centre-Est,11.60534,-0.18605
BF-,Centre-Nord,13.26877,-0.97455
BF-,Centre-Ouest,11.79234,-2.21859
BF-,Centre-Sud,11.58086,-1.21831
BF-,Est,12.22739,0.91932
BF-,Hauts-Bassins,11.36782,-4.33212
BF-,Nord,13.45896,-2.28311
BF-,Plateau Central,12.4497,-1.14296
BF-,Sahel,14.14678,-0.44106
BF-,Sud-Ouest,10.47804,-3.2328
